Time,Year,Day,HourMin,BattV,ProgSig,AirTC_avg,RH,WS_ms,Wind_dir,Rain_mm_Tot,WP_8T,Temp_8T,WP_7C,Temp_7C,WP_10T,Temp_10T,WP_5T,Temp_5T,WP_6C,Temp_6C,WP_9C,Temp_9C,Slrkw_avg,SLRMH_Tot,LW,WP_2T,Temp_2T,WP_1T,Temp_1T,WP_3C,Temp_3C,WP_4C,Temp_4C,WP_11T,Temp_11T,WP_12C,Temp_12C,WV_8T,WV_7C,DateR,hours,minutes,datetime,VPD,Sol_W_m2,PAR,DLI,SM_T,SM_C,Temp_T,Temp_C
121221,2025,64,2230,11.9,1948,17.99,86.7,1.924,213.7,0,-0.9672100820521841,29.54,-0.9449891950511258,28.23,-0.982761146272019,28.44,-1.0168766900439414,31.09,-1.159861538957728,29,-1.3991006340119618,28,0,0,-101,-1.1416708595949687,30.26,-1.6506430554470342,33.36,-0.5013612474075986,30.27,-1.3302962931926912,30.04,-1.068962538440139,29.28,-7.175101608040617,29.4,-601.7,-777,2025-03-05,22,30,2025-03-05T20:30:00Z,0.27484241959009315,0,0,0,-1.0354962632806504,-1.0671217817242211,30.328333333333333,29.156666666666666
121222,2025,64,2300,11.93,1948,18.23,85.5,1.746,191,0,-0.9727201479027117,29.18,-0.9529484890078491,27.83,-0.9813712511650576,28.06,-1.0217228421253637,30.65,-1.1602911302200904,28.76,-1.4029683501500487,27.71,0,0,-101,-1.1466843848954928,29.95,-1.645029776111394,33.27,-0.5167390106068215,29.95,-1.3602400594784914,29.62,-1.0875744404043057,28.96,-7.175101608040617,29.4,-598,-783,2025-03-05,23,0,2025-03-05T21:00:00Z,0.30420293297373213,0,0,0,-1.0420146132985864,-1.0786374078926602,30.011666666666667,28.878333333333334
121223,2025,64,2330,11.91,1948,18.39,83.1,1.139,106.3,0,-0.9721193477849761,28.89,-0.9534206209634001,27.48,-0.9823998990741234,27.73,-1.0339815356477755,30.32,-1.1639447481154093,28.53,-1.4099743141463024,27.47,0,1e-5,-101,-1.1566556444235079,29.67,-1.6529465293749284,32.58,-0.5271860982489754,29.61,-1.3698493744201974,29.23,-1.1016763315020806,28.67,-7.175101608040617,29.4,-591.3,-787,2025-03-05,23,30,2025-03-05T21:30:00Z,0.3581383811543102,0,0,0,-1.0493665516864925,-1.0848750311788569,29.643333333333334,28.62
121224,2025,64,2400,11.92,1948,18.57,84,1.12,73.4,0,-0.9710178227867596,28.62,-0.9531904827871346,27.2,-0.9859998180616469,27.48,-1.0408459297962052,30.03,-1.1686273626140002,28.33,-1.4248600698202063,27.26,0,0,-101,-1.1711885215604707,29.36,-1.6690781694485242,32.19,-0.5327232925087659,29.29,-1.3795235464843059,28.92,-1.1065451487069229,28.41,-7.175101608040617,29.4,-585.4,-791,2025-03-05,24,0,2025-03-05T22:00:00Z,0.34291980524090193,0,0,0,-1.055119448182401,-1.0917849508428827,29.348333333333333,28.400000000000002
121225,2025,65,30,11.91,1948,18.11,86.5,1.71,61.16,0,-0.9741037665139568,28.39,-0.9560609334947375,26.96,-0.9923641847180088,27.26,-1.04740521651398,29.77,-1.1776142583971703,28.12,-1.443656779713798,27.06,0,0,-101,-1.185173251404874,29.15,-1.6750432812384861,32.24,-0.53455575030257,29.04,-1.3831109124803966,28.66,-1.105645168960042,28.16,-7.175101608040617,29.4,-577.5,-792,2025-03-06,0,30,2025-03-05T22:30:00Z,0.2810923633625,0,0,0,-1.0609383176221723,-1.0989997268777345,29.161666666666665,28.206666666666667
121226,2025,65,100,11.9,1948,17.61,88.4,1.267,76.6,0,-0.9782818204957959,28.14,-0.9598069553547691,26.75,-1.0009197457677836,27.08,-1.053246193166441,29.44,-1.1887097080468214,27.92,-1.4621724420769808,26.88,0,0,-101,-1.1895661010178942,28.96,-1.6944031322755158,31.99,-0.5370527495150512,28.81,-1.3913484644138774,28.42,-1.1047692491134071,27.89,-7.175101608040617,29.4,-566.3,-786,2025-03-06,1,0,2025-03-05T23:00:00Z,0.2340309775676781,0,0,0,-1.0653566219122643,-1.1078180638814998,28.916666666666668,28.03
121227,2025,65,130,11.89,1948,17.47,88.6,0.705,83.8,0,-0.9832057313852592,27.89,-0.9717061451503174,26.54,-1.0077729817016068,26.91,-1.0528054436894716,29.2,-1.2013589390804713,27.74,-1.476761807675391,26.72,0,0,-101,-1.1906142758025222,28.79,-1.7365215567799697,31.7,-0.5394208713488238,28.6,-1.4002338901829663,28.18,-1.1080330268859002,27.68,-7.175101608040617,29.4,-555.7,-781,2025-03-06,1,30,2025-03-05T23:30:00Z,0.2279684422027899,0,0,0,-1.068486291892952,-1.1178963306875942,28.694999999999997,27.863333333333333
121228,2025,65,200,11.88,1948,17.33,88.3,0.35,83.6,0,-0.993534751169105,27.69,-0.9785318342418298,26.35,-1.0139068614874966,26.75,-1.052594135000355,28.97,-1.208416858513488,27.57,-1.4775498565819976,26.55,0,0,-101,-1.1914016273207155,28.64,-1.7661821833701215,31.48,-0.5439671464126876,28.4,-1.4101748133150187,27.91,-1.115358394775274,27.48,-7.175101608040617,29.4,-546.6,-776,2025-03-06,2,0,2025-03-06T00:00:00Z,0.23190285541175615,0,0,0,-1.0733591539505893,-1.1237281018130043,28.501666666666665,27.69666666666667
121229,2025,65,230,11.88,1948,16.75,90.1,0.049,49.08,0,-0.9995465879827328,27.51,-0.9842465835915511,26.16,-1.01564161516465,26.6,-1.0572652425901325,28.74,-1.2142717829342078,27.42,-1.4784076443298961,26.4,0,0,-101,-1.188457950829755,28.45,-1.7745034219131535,31.24,-0.547022230702613,28.19,-1.4266091199598243,27.7,-1.1266784034938873,27.29,-7.175101608040617,29.4,-534.5,-765,2025-03-06,2,30,2025-03-06T00:30:00Z,0.18913083519603768,0,0,0,-1.0775179600122313,-1.1301114723036183,28.304999999999996,27.544999999999998
121230,2025,65,300,11.86,1948,16.86,90.5,0.114,100.4,0,-1.0044422546414726,27.33,-0.9893947048557703,25.96,-1.0172926822322519,26.45,-1.0568740076904812,28.54,-1.2166917207270607,27.26,-1.4738132494655403,26.22,0,1e-5,-101,-1.1872462384622964,28.35,-1.7702061145127042,30.88,-0.5545440180384874,27.94,-1.4460348742018754,27.5,-1.1376274015768242,27.12,-7.175101608040617,29.4,-527.4,-758,2025-03-06,3,0,2025-03-06T01:00:00Z,0.18276349404771697,0,0,0,-1.0806965169206655,-1.1360957134577467,28.111666666666665,27.38
121231,2025,65,330,11.86,1948,16.44,91.2,0.061,112,0,-1.0054004663208327,27.15,-0.9893420520305943,25.77,-1.0157225122205493,26.29,-1.0642907334619482,28.34,-1.2165654934243209,27.13,-1.4713023024848007,26.03,0,0,-101,-1.1847600487702152,28.15,-1.7735424206801418,30.64,-0.5667387959128544,27.75,-1.4593166365260495,27.3,-1.1507431854587218,26.94,-7.175101608040617,29.4,-520.6,-754,2025-03-06,3,30,2025-03-06T01:30:00Z,0.16482847208855667,0,0,0,-1.0841833892464534,-1.140653056075724,27.918333333333333,27.230000000000004
121232,2025,65,400,11.85,1948,16.34,92.3,0.718,89.6,0,-1.0038090259625359,26.98,-0.9886777895672824,25.59,-1.0126770170213018,26.07,-1.0713360999035324,28.11,-1.2159737593559532,26.97,-1.4721813605792937,25.87,0,0,-101,-1.1780006115779311,27.92,-1.7816837330126387,30.36,-0.5779635762436828,27.57,-1.4703597820447314,27.1,-1.1556165356882482,26.77,-7.175101608040617,29.4,-515.7,-750,2025-03-06,4,0,2025-03-06T02:00:00Z,0.14330749810401522,0,0,0,-1.0842878580307098,-1.1450312535581886,27.701666666666668,27.083333333333332
121233,2025,65,430,11.84,1948,16.18,93.3,0.292,124,0,-1.0029059079677969,26.83,-0.9879256561639419,25.41,-1.0126637666414562,25.93,-1.0722918707234474,27.88,-1.2157279299403967,26.84,-1.4764514698316389,25.74,0,0,-101,-1.1770577424436552,27.76,-1.802691164175206,30.18,-0.592432049560712,27.39,-1.4731876920591458,26.91,-1.158423524050275,26.62,-7.175101608040617,29.4,-512,-751,2025-03-06,4,30,2025-03-06T02:30:00Z,0.12342817662515371,0,0,0,-1.084668562365326,-1.1491449595111671,27.533333333333335,26.948333333333334
121234,2025,65,500,11.82,1948,16.12,93.6,0.011,83.9,0,-1.0011993985213672,26.66,-0.9901171992515615,25.24,-1.0121993059584475,25.78,-1.0817889061306722,27.7,-1.2191531531304824,26.71,-1.4794474504535688,25.59,0,0,-101,-1.1763627948901745,27.63,-1.8175350765443339,30.06,-0.6022004736688271,27.24,-1.472272718461387,26.74,-1.1579193122277296,26.46,-7.175101608040617,29.4,-507.5,-751,2025-03-06,5,0,2025-03-06T03:00:00Z,0.11745014461991277,0,0,0,-1.085893943545678,-1.1526381989931653,27.381666666666664,26.820000000000004
121235,2025,65,530,11.82,1948,15.75,93.1,0.013,262.9,0,-0.9996407354184776,26.52,-0.98900137779088,25.1,-1.013355924641285,25.65,-1.0837893647931505,27.53,-1.219248346648847,26.57,-1.4843605518226317,25.46,0,0,-101,-1.1775403352254,27.5,-1.8818607889757941,29.85,-0.6077511972638284,27.06,-1.4795893689955992,26.57,-1.1591348602314595,26.32,-7.175101608040617,29.4,-502,-748,2025-03-06,5,30,2025-03-06T03:30:00Z,0.1236608530598744,0,0,0,-1.0866922440619544,-1.1559901685043574,27.228333333333335,26.69333333333333
121236,2025,65,600,11.81,1948,15.27,93.5,0.276,272.8,0,-1.0004232052177806,26.37,-0.9909209393974586,24.95,-1.0170252337758947,25.54,-1.0866371503773335,27.36,-1.224809321853518,26.45,-1.4923854002901704,25.34,0,0,-101,-1.1824719173874054,27.37,-1.9573754011042372,29.56,-0.6144630725663512,26.92,-1.4872557598188938,26.41,-1.1567267780416262,26.1,-7.175101608040617,29.4,-491,-734,2025-03-06,6,0,2025-03-06T04:00:00Z,0.11295422165369495,0,0,0,-1.088656856960008,-1.1619668987852783,27.049999999999997,26.578333333333333
121237,2025,65,630,11.8,1948,15.13,92.4,0.599,297.1,0,-0.9990737586387689,26.19,-0.9987996849924891,24.8,-1.0191020564695883,25.37,-1.0888185813329656,27.2,-1.2275155375898772,26.33,-1.5014312253942323,25.21,0.002,0.00293,-101,-1.1877396407644414,27.25,-3.1356598497662294,29.33,-0.6170627970920564,26.76,-1.493357559737789,26.21,-1.1582226761873522,25.95,-7.175101608040617,29.4,-484.9,-725,2025-03-06,6,30,2025-03-06T04:30:00Z,0.1308840277551364,2,4.6,0.39744,-1.0905913426786231,-1.1676333609612888,26.881666666666664,26.451666666666668
121238,2025,65,700,11.81,1948,14.84,91.6,0.743,282.3,0,-0.9977881230995399,25.99,-1.0035691243484894,24.62,-1.0297853495672002,25.22,-1.0891505382175182,27.02,-1.2373943931531792,26.17,-1.5161562330389566,25.09,0.043,0.07727,-101,-1.2063756026288543,27.05,-2.6203916313222684,29.15,-0.62130528976325,26.61,-1.5019947152318767,25.98,-1.1659218442660544,25.8,-7.175101608040617,29.4,-478.1,-718,2025-03-06,7,0,2025-03-06T05:00:00Z,0.14197990732889565,43,98.89999999999999,8.544959999999998,-1.0978042915558335,-1.1760839511071506,26.705,26.311666666666667
121239,2025,65,730,12.74,1948,17.11,81.8,0.816,253.6,0,-0.9988509430408391,25.83,-1.0090150304650278,24.44,-1.0350725998197978,25.05,-1.0875102806703165,26.84,-1.238035990493071,26.03,-1.5248369753088515,24.96,0.14,0.25171,-101,-1.2198369424693565,26.91,-3.348523017655192,28.89,-0.6250803927201004,26.44,-1.5120064232878407,25.78,-1.1680872352881893,25.65,-7.175101608040617,29.4,-474.6,-724,2025-03-06,7,30,2025-03-06T05:30:00Z,0.3557408516673737,140,322,27.8208,-1.1018716002576998,-1.1817949624549784,26.528333333333332,26.175
121240,2025,65,800,13.23,1948,19.45,66.99,1.209,327.4,0,-0.9940665098339608,25.66,-1.00621013426824,24.29,-1.0328008570646918,24.89,-1.088061914904941,26.67,-1.2363162306667956,25.88,-1.5201044975387363,24.84,0.24,0.43225,-101,-1.179667369884824,27,-4.086517568312127,28.64,-0.621869965161196,26.25,-1.4445543186012337,25.62,-1.1643802671792816,25.51,-7.175101608040617,29.4,-475.5,-751,2025-03-06,8,0,2025-03-06T06:00:00Z,0.7475102898913133,240,552,47.6928,-1.09179538377354,-1.1658110292472403,26.395,26.046666666666667
121241,2025,65,830,13.36,1948,20.99,62.9,1.247,37.58,0,-0.9964313539421926,25.56,-1.0058572557312992,24.2,-1.0359844351696985,24.8,-1.0898437422999665,26.6,-1.2428082194027228,25.79,-1.5176566642093665,24.8,0.348,0.62654,-101,-6.589379027792405,27,NA,28.79,-0.6235479514215371,26.06,-1.4360099157660655,25.5,-1.1691019354289964,25.4,-7.175101608040617,29.4,-474.5,-784,2025-03-06,8,30,2025-03-06T06:30:00Z,0.9242353140784327,348,800.4,69.15456,-2.1761480989266517,-1.165176001306198,26.358333333333334,25.958333333333332
121242,2025,65,900,12.88,1948,21.82,56.48,1.858,30.63,0,-0.9994273345641224,25.5,-1.0031890476634446,24.34,-1.039443481697811,24.8,-1.0882871713623161,26.63,-1.2438480255263955,25.7,-1.5140414026767586,24.84,0.453,0.81568,-101,-1.178725895527374,27,-2.4646578248317836,28.85,-0.6301119455110988,25.93,-1.4347940190681292,25.51,-1.174416035135492,25.4,-7.175101608040617,29.4,-473.2,-815,2025-03-06,9,0,2025-03-06T07:00:00Z,1.1408513246444807,453,1041.8999999999999,90.02015999999999,-1.096059983657423,-1.1651968880891654,26.363333333333333,25.953333333333333
121243,2025,65,930,12.89,1948,22.69,46.74,1.401,-0.024,0,-1.0003165047906029,25.5,-0.9885177389265158,24.63,-1.0355370605028065,24.81,-1.0790865260305846,26.91,-1.245640313747615,25.7,-1.4953499984335183,25.02,0.557,1.0035,-101,-1.1735624317180704,27.12,-3.0791441901711263,29,-0.6341565542201247,25.87,-1.437635528156596,25.64,-1.1682818066553957,25.44,-7.175101608040617,29.4,-466.5,-838,2025-03-06,9,30,2025-03-06T07:30:00Z,1.4722780816903869,557,1281.1,110.68704,-1.0913568659394919,-1.160260026696874,26.463333333333335,26.043333333333333
121244,2025,65,1000,12.89,1948,24.81,41.2,1.751,15.62,0,-1.0009950637163798,25.54,-0.9827820679244068,25.12,-1.0279184407857977,24.94,-1.07266427613595,27.32,-1.2448160006435367,25.72,-1.4768175987484253,25.21,0.655,1.1782,-101,-1.1680244703310259,27.3,-3.1213881445899068,29.13,-0.6351395231881437,25.8,-1.430133023610339,25.86,-1.1573355981261104,25.61,-7.175101608040617,29.4,-463.4,-865,2025-03-06,10,0,2025-03-06T08:00:00Z,1.8471338994685085,655,1506.4999999999998,130.16159999999996,-1.0853875698190527,-1.1539376428229704,26.640000000000004,26.185000000000002
121245,2025,65,1030,12.9,1948,25.24,40.4,1.753,79.3,0,-0.9977619710340554,25.64,-0.9802177707300781,25.79,-1.0182240444577144,25.13,-1.0579629796972652,27.81,-1.239272111454982,25.81,-1.4656667067199463,25.49,0.724,1.3026,-101,-1.1673863599331986,27.6,-2.5034835299446083,29.57,-0.6334211581386943,25.84,-1.4224108417140102,26.25,-1.1505862730658134,25.88,-7.175101608040617,29.4,-484.6,-898,2025-03-06,10,30,2025-03-06T08:30:00Z,1.9209809576674448,724,1665.1999999999998,143.87327999999997,-1.0783843256376093,-1.1481977177515421,26.938333333333333,26.430000000000003
121246,2025,65,1100,12.89,1948,26.16,47.7,2.121,236,0,-0.9951195663374791,25.78,-0.9550483255191691,26.54,-1.0099847490532012,25.43,-1.0529191180007786,28.46,-1.231516454914833,25.95,-1.4615834975622652,25.89,0.784,1.4113,-101,-1.1707662528764442,27.91,-2.5074216823124007,30.1,-0.631432868904022,25.91,-1.4227131595910136,26.79,-1.1494303517713889,26.35,-7.175101608040617,29.4,-508.8,-926,2025-03-06,11,0,2025-03-06T09:00:00Z,1.7804344004756678,784,1803.1999999999998,155.79647999999997,-1.0756440076078584,-1.1404588612982607,27.338333333333335,26.746666666666666
121247,2025,65,1130,12.9,1948,25.81,38.44,2.309,264.1,0,-0.9918258008632299,26,-0.9455073546419298,27.17,-1.008758391529071,25.83,-1.0481852454538376,29.1,-1.2255973707601242,26.23,-1.4599826424603937,26.5,0.836,1.504,-101,-1.1785058694830957,28.33,-2.4064649461035943,30.51,-0.6259428878397866,26.05,-1.3768121003348497,27.42,-1.130695012058134,26.91,-7.175101608040617,29.4,-543.8,-954,2025-03-06,11,30,2025-03-06T09:30:00Z,2.05261657487777,836,1922.8,166.12992,-1.0715940638774737,-1.1267684712074169,27.78,27.128333333333334
121248,2025,65,1200,12.92,1948,26.97,17.67,3.347,331.9,0,-0.9947405357350537,26.39,-0.9380955105893533,27.85,-1.0122244119413129,26.39,-1.0467015516053375,29.75,-1.2122772520732397,26.6,-1.410402510631839,27.11,0.886,1.5939,-101,-1.1757020193689274,28.72,-1.740123567932732,31.19,-0.6210630170285995,26.34,-1.3374103523929486,28.14,-1.1018684620098418,27.55,-7.175101608040617,29.4,-591.4,-979,2025-03-06,12,0,2025-03-06T10:00:00Z,2.940055447587799,886,2037.8,176.06592,-1.0662473961320946,-1.103849728543196,28.331666666666667,27.573333333333338
121249,2025,65,1230,12.89,1948,28.34,26.36,2.458,195.1,0,-0.9978627436597232,26.77,-0.9171278305663229,28.62,-0.9934604793031283,26.98,-1.0301654262522448,30.27,-1.211138765489138,27.03,-1.3891070580547333,27.8,0.918,1.6527,-101,-1.1546799430496886,29.15,-1.6666606725151163,31.95,-0.6124818966934906,26.65,-1.3255958952895708,28.8,-1.0939367148954289,28.34,-7.175101608040617,29.4,-664.6,-1012,2025-03-06,12,30,2025-03-06T10:30:00Z,2.8494533871248335,918,2111.3999999999996,182.42495999999994,-1.0540210614320429,-1.0910902892186514,28.909999999999997,28.05
121250,2025,65,1300,12.89,1948,28.02,33.75,2.656,216.1,0,-0.9927282214695562,27.27,-0.913634612005977,29.44,-0.9753562761035717,27.64,-1.020510432369492,30.71,-1.1990722024744873,27.51,-1.3892827999347908,28.52,0.917,1.6497,-101,-1.134277147641128,29.68,-1.6326542700298168,32.95,-0.5991029881633961,27.07,-1.2884589162186466,29.49,-1.0609307160884713,29.06,-7.175101608040617,29.4,-739,-1047,2025-03-06,13,0,2025-03-06T11:00:00Z,2.5160843838547002,917,2109.1,182.22624,-1.0367605587344437,-1.0779103037594595,29.551666666666666,28.57166666666667
121251,2025,65,1330,12.9,1948,27.21,42.17,3.088,227,0,-0.9684706116085476,27.97,-0.8910775837898883,30.35,-0.9679643076207636,28.53,-1.0198189717580761,31.28,-1.1693819368767862,27.97,-1.3518700037465543,29.15,0.905,1.6284,-101,-1.1342143826839648,30.23,NA,33.97,-0.5682813493434051,27.59,-1.2655172782928295,30.32,-1.0487954603151477,29.78,-7.175101608040617,29.4,-787,-1056,2025-03-06,13,30,2025-03-06T11:30:00Z,2.094505461623439,905,2081.5,179.8416,-1.0278527467973,-1.0492256304098926,30.293333333333337,29.13
121252,2025,65,1400,13.27,1948,26.98,40.16,3.089,260.8,0,-0.9630655027141654,28.77,-0.8826322101093554,31.25,-0.9389794504027368,29.43,-1.0120661047715787,31.86,-1.1574750758086958,28.42,-1.325160724919905,29.76,0.881,1.5861,-101,-1.1234174152750458,30.86,NA,35.08,-0.5409955743852105,28.25,-1.2323215898375561,31.22,-1.0336056432932081,30.34,-7.175101608040617,29.4,-820,-1052,2025-03-06,14,0,2025-03-06T12:00:00Z,2.138181973846895,881,2026.3,175.07232,-1.014226823291347,-1.0277170350121447,31.05666666666667,29.71666666666667
121253,2025,65,1430,12.89,1948,27.27,42.33,3.228,141.9,0,-0.9432701326132634,29.5,-0.8655723460581554,32.03,-0.9247806223155652,30.31,-0.9968358392216897,32.56,-1.1556772084801725,28.82,-1.3208871287254949,30.16,0.842,1.5148,-101,-1.0927127982307439,31.59,-1.4472029997935267,36.09,-0.5334732640080265,28.91,-1.1998954694959463,32.07,-1.012432582382571,30.79,-7.175101608040617,29.4,-845,-1054,2025-03-06,14,30,2025-03-06T12:30:00Z,2.096086818577623,842,1936.6,167.32224,-0.9940063949527665,-1.015101083353559,31.80666666666667,30.23166666666667
121254,2025,65,1500,12.89,1948,26.93,35.92,3.227,215.9,0,-0.930412033749942,30.15,-0.8589447152759141,32.67,-0.9019631195272488,31.09,-0.9956698057952776,33.28,-1.1435796116811467,29.23,-1.3222927150717472,30.41,0.791,1.4238,-101,-1.0871988967439452,32.31,-1.4264068773200758,37.02,-0.5197211829381752,29.62,-1.1798912315653731,32.82,-1.0083880782818073,31.23,-7.175101608040617,29.4,-863,-1057,2025-03-06,15,0,2025-03-06T13:00:00Z,2.2829532815542786,791,1819.3,157.18752,-0.9847263868196443,-1.0048858913064713,32.51333333333333,30.691666666666666
121255,2025,65,1530,12.88,1948,27.23,32.69,2.94,191.8,0,-0.9293478190318172,30.67,-0.8607837285207997,33.18,-0.8980912190586842,31.68,-0.9932223211601142,33.95,-1.1240279788305625,29.71,-1.3232868422543729,30.58,0.725,1.3046,-101,-1.0555622200857677,32.94,-1.362391851426574,37.75,-0.49456798687728737,30.3,-1.153763574675104,33.49,-1.007257262970248,31.57,-7.175101608040617,29.4,-880,-1061,2025-03-06,15,30,2025-03-06T13:30:00Z,2.4407219585346054,725,1667.4999999999998,144.07199999999997,-0.9766961684613265,-0.9912860222316253,33.093333333333334,31.11
121256,2025,65,1600,12.97,1948,27.12,27.89,3.048,220.1,0,-0.9142326225700608,31.25,-0.8622140721557108,33.46,-0.8839596889533601,32.13,-0.9782476484635624,34.55,-1.1105007357850387,30.13,-1.322917923783935,30.72,0.645,1.1618,-101,-1.0471830983044628,33.48,-1.3466029777579316,38.35,-0.4847907756751693,30.93,-1.1415153419788862,34.03,-0.9995026525127183,31.92,-7.175101608040617,29.4,-894,-1062,2025-03-06,16,0,2025-03-06T14:00:00Z,2.597921353297641,645,1483.4999999999998,128.17439999999996,-0.9646251421608328,-0.9843877698757482,33.61333333333334,31.445000000000004
121257,2025,65,1630,12.79,1948,27.01,38.24,2.921,215,0,-0.8978359748995534,31.71,-0.8632448122300153,33.5,-0.8699223062837809,32.4,-0.9713504770597252,35.04,-1.109612262946971,30.51,-1.3231376011340068,30.85,0.557,1.0024,-101,-1.0501832632568704,33.84,-1.3410392129996085,38.73,-0.48285081545751274,31.5,-1.1213175787637257,34.43,-0.9905147106469293,32.28,-7.175101608040617,29.4,-903,-1060,2025-03-06,16,30,2025-03-06T14:30:00Z,2.210687074852089,557,1281.1,110.68704,-0.9559613464293717,-0.9800326141064464,34,31.698333333333338
121258,2025,65,1700,12.59,1948,24.77,49.14,3.727,314.5,0,-0.8957204471489425,32.15,-0.8655855964380009,33.41,-0.8740661882333866,32.47,-0.9695341289382596,35.33,-1.1108539630161853,30.81,-1.325282070503754,30.9,0.455,0.81985,-101,-1.051333256749785,34.03,-1.3467476858536138,38.7,-0.47689232885747374,31.88,-1.111733369804885,34.58,-0.9807959057243936,32.48,-7.175101608040617,29.4,-898,-1044,2025-03-06,17,0,2025-03-06T15:00:00Z,1.5938881036333004,455,1046.5,90.4176,-0.9542899853589535,-0.9780694657240598,34.193333333333335,31.83
121259,2025,65,1730,12.27,1948,23.42,51.23,3.94,209.5,0,-0.8953295609434977,32.42,-0.8660462214847384,33.16,-0.8852264950054399,32.34,-0.9702207078307852,35.4,-1.1144615532762514,31,-1.327870776292535,30.86,0.352,0.63347,-101,-1.0550914829070428,33.96,-1.3578766101470852,38.48,-0.47145147880692895,32.23,-1.143795802089154,34.42,-0.9821460496918184,32.6,-7.175101608040617,29.4,-860,-999,2025-03-06,17,30,2025-03-06T15:30:00Z,1.4091718743315957,352,809.5999999999999,69.94943999999998,-0.9576028592757169,-0.9847251663899215,34.199999999999996,31.845000000000002
121260,2025,65,1800,12.19,1948,22.62,55.5,3.654,223.3,0,-0.8986721436066515,32.5,-0.8647379208220896,32.76,-0.9029816553043271,32.01,-0.9729544704094547,35.32,-1.1173375830911578,31.08,-1.3310540057033353,30.71,0.246,0.44269,-101,-1.0546897871811973,33.72,-1.3695062593210379,38.28,-0.4671595761666797,32.4,-1.1764663570694938,34.08,-0.9885846882141568,32.55,-7.175101608040617,29.4,-822,-956,2025-03-06,18,0,2025-03-06T16:00:00Z,1.224897773585999,246,565.8,48.88512,-0.9635765489431576,-0.9913510885705513,34.06333333333333,31.73833333333333
121261,2025,65,1830,12.13,1948,21.22,62.39,3.837,203.9,0,-0.9009818940302621,32.42,-0.8722822686731221,32.32,-0.9063134284470806,31.62,-0.9749057631888214,35.08,-1.1144622506646642,30.94,-1.331523696799441,30.5,0.143,0.25776,-101,-1.0613034701951802,33.41,-1.4006327963551601,38.11,-0.46474835572898837,32.5,-1.2104490483487544,33.67,-1.0001543619845976,32.41,-7.175101608040617,29.4,-786,-918,2025-03-06,18,30,2025-03-06T16:30:00Z,0.9502958798322203,143,328.9,28.41696,-0.9687317835691884,-0.9986931240429939,33.84166666666666,31.555000000000003
121262,2025,65,1900,12.14,1948,19.66,68.55,3.768,218.5,0,-0.9052506085057815,32.29,-0.8895754091484458,31.81,-0.915238954049913,31.21,-0.9820037824555815,34.64,-1.1155010107057173,30.79,-1.3322123678572053,30.25,0.025,0.04583,-101,-1.079843889847022,32.98,-1.4505232660274667,37.68,-0.46491538025388407,32.48,-1.2397801589137984,33.26,-1.0129395837587685,32.17,-7.175101608040617,29.4,-742,-875,2025-03-06,19,0,2025-03-06T17:00:00Z,0.7215586462687271,25,57.49999999999999,4.967999999999999,-0.9790553637234133,-1.00839686537581,33.495000000000005,31.331666666666663
121263,2025,65,1930,12.12,1948,18.31,75.4,3.687,194.6,0,-0.9129720930136972,31.93,-0.8932959763314057,31.28,-0.9320941346019194,30.69,-0.9937010783055877,34.17,-1.1146550785608382,30.59,-1.3380930956492032,29.98,0.003,0.00457,-101,-1.0951480785686811,32.58,-1.4614865605728682,37.19,-0.4686625876742177,32.34,-1.2371433333245259,32.73,-1.0163431879080531,31.82,-7.175101608040617,29.4,-695.3,-830,2025-03-06,19,30,2025-03-06T17:30:00Z,0.5186991774060912,3,6.8999999999999995,0.5961599999999999,-0.9900517144795877,-1.010370014308038,33.06333333333333,31.053333333333338
121264,2025,65,2000,12.1,1948,17.33,79,4.157,221.8,0,-0.9362108184034208,31.55,-0.8951255748327168,30.67,-0.94595786755668,30.21,-0.9970422661919158,33.6,-1.116492697028898,30.35,-1.3488789048435152,29.62,0,0,-101,-1.096485669544673,32.12,-1.470746832613905,36.55,-0.4757473914305525,32.05,-1.2511824594651373,32.21,-1.0180085514381203,31.46,-7.175101608040617,29.4,-661.7,-799,2025-03-06,20,0,2025-03-06T18:00:00Z,0.41623589432879293,0,0,0,-0.998741034626962,-1.017485405520164,32.58166666666667,30.71666666666667
121265,2025,65,2030,12.08,1948,16.77,81.2,3.587,204.1,0,-0.9459348537390533,31.11,-0.9174580439798432,30.07,-0.947990754780359,29.68,-0.9921961141104936,33.01,-1.1209402916323332,30.1,-1.3784746743112648,29.24,0,0,-101,-1.095545589964049,31.64,-1.5226067271643149,35.88,-0.4825315510420751,31.71,-1.2871073774743962,31.63,-1.0272356975295431,31.01,-7.175101608040617,29.4,-639.2,-779,2025-03-06,20,30,2025-03-06T18:30:00Z,0.3596149012045735,0,0,0,-1.0017806020246998,-1.0373023876879826,32.055,30.358333333333334
121266,2025,65,2100,12.07,1948,16.36,83.1,3.299,213,0,-0.943848267607579,30.62,-0.9227864401488035,29.47,-0.9612257920808669,29.14,-1.0013887394754766,32.45,-1.135087512976948,29.81,-1.4002548118353542,28.89,0,0,-101,-1.1107723685718733,31.2,-1.549075058294298,35.23,-0.4855800450114982,31.35,-1.306748973430248,31.1,-1.0454012709094374,30.53,-7.175101608040617,29.4,-623.1,-766,2025-03-06,21,0,2025-03-06T19:00:00Z,0.3149338484092723,0,0,0,-1.0125272877290468,-1.0500915566805704,31.528333333333336,30.003333333333334
